dataset_name,tar_path
sim-data_strategy-pced_n-1000_p-500_j-3_dt-3.9_rho-0.5_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-1000_p-500_j-3_dt-3.9_rho-0.5_rep-2.tar.gz
sim-data_strategy-pced_n-1000_p-500_j-3_dt-3.9_rho-0.5_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-1000_p-500_j-3_dt-3.9_rho-0.5_rep-3.tar.gz
sim-data_strategy-pced_n-1000_p-500_j-3_dt-3.9_rho-0_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-1000_p-500_j-3_dt-3.9_rho-0_rep-1.tar.gz
sim-data_strategy-pced_n-1000_p-500_j-3_dt-3.9_rho-0_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-1000_p-500_j-3_dt-3.9_rho-0_rep-2.tar.gz
sim-data_strategy-pced_n-1000_p-500_j-3_dt-3.9_rho-0_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-1000_p-500_j-3_dt-3.9_rho-0_rep-3.tar.gz
sim-data_strategy-pced_n-1000_p-500_j-3_dt-3.9_rho-1_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-1000_p-500_j-3_dt-3.9_rho-1_rep-1.tar.gz
sim-data_strategy-pced_n-1000_p-500_j-3_dt-3.9_rho-1_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-1000_p-500_j-3_dt-3.9_rho-1_rep-2.tar.gz
sim-data_strategy-pced_n-1000_p-500_j-3_dt-3.9_rho-1_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-1000_p-500_j-3_dt-3.9_rho-1_rep-3.tar.gz
sim-data_strategy-pced_n-1000_p-500_j-3_dt-4_rho-0.5_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-1000_p-500_j-3_dt-4_rho-0.5_rep-1.tar.gz
sim-data_strategy-pced_n-1000_p-500_j-3_dt-4_rho-0.5_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-1000_p-500_j-3_dt-4_rho-0.5_rep-2.tar.gz
sim-data_strategy-pced_n-1000_p-500_j-3_dt-4_rho-0.5_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-1000_p-500_j-3_dt-4_rho-0.5_rep-3.tar.gz
sim-data_strategy-pced_n-1000_p-500_j-3_dt-4_rho-0_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-1000_p-500_j-3_dt-4_rho-0_rep-1.tar.gz
sim-data_strategy-pced_n-1000_p-500_j-3_dt-4_rho-0_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-1000_p-500_j-3_dt-4_rho-0_rep-2.tar.gz
sim-data_strategy-pced_n-1000_p-500_j-3_dt-4_rho-0_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-1000_p-500_j-3_dt-4_rho-0_rep-3.tar.gz
sim-data_strategy-pced_n-1000_p-500_j-3_dt-4_rho-1_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-1000_p-500_j-3_dt-4_rho-1_rep-1.tar.gz
sim-data_strategy-pced_n-1000_p-500_j-3_dt-4_rho-1_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-1000_p-500_j-3_dt-4_rho-1_rep-2.tar.gz
sim-data_strategy-pced_n-1000_p-500_j-3_dt-4_rho-1_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-1000_p-500_j-3_dt-4_rho-1_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.6_rho-0.5_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.6_rho-0.5_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.6_rho-0.5_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.6_rho-0.5_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.6_rho-0.5_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.6_rho-0.5_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.6_rho-0_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.6_rho-0_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.6_rho-0_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.6_rho-0_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.6_rho-0_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.6_rho-0_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.6_rho-1_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.6_rho-1_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.6_rho-1_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.6_rho-1_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.6_rho-1_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.6_rho-1_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.7_rho-0.5_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.7_rho-0.5_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.7_rho-0.5_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.7_rho-0.5_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.7_rho-0.5_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.7_rho-0.5_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.7_rho-0_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.7_rho-0_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.7_rho-0_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.7_rho-0_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.7_rho-0_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.7_rho-0_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.7_rho-1_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.7_rho-1_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.7_rho-1_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.7_rho-1_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.7_rho-1_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.7_rho-1_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.8_rho-0.5_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.8_rho-0.5_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.8_rho-0.5_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.8_rho-0.5_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.8_rho-0.5_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.8_rho-0.5_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.8_rho-0_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.8_rho-0_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.8_rho-0_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.8_rho-0_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.8_rho-0_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.8_rho-0_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.8_rho-1_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.8_rho-1_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.8_rho-1_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.8_rho-1_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.8_rho-1_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.8_rho-1_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.9_rho-0.5_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.9_rho-0.5_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.9_rho-0.5_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.9_rho-0.5_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.9_rho-0.5_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.9_rho-0.5_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.9_rho-0_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.9_rho-0_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.9_rho-0_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.9_rho-0_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.9_rho-0_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.9_rho-0_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.9_rho-1_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.9_rho-1_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.9_rho-1_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.9_rho-1_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-3.9_rho-1_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-3.9_rho-1_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-4_rho-0.5_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-4_rho-0.5_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-4_rho-0.5_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-4_rho-0.5_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-4_rho-0.5_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-4_rho-0.5_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-4_rho-0_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-4_rho-0_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-4_rho-0_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-4_rho-0_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-4_rho-0_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-4_rho-0_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-4_rho-1_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-4_rho-1_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-4_rho-1_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-4_rho-1_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-100_j-3_dt-4_rho-1_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-100_j-3_dt-4_rho-1_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.6_rho-0.5_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.6_rho-0.5_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.6_rho-0.5_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.6_rho-0.5_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.6_rho-0.5_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.6_rho-0.5_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.6_rho-0_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.6_rho-0_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.6_rho-0_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.6_rho-0_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.6_rho-0_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.6_rho-0_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.6_rho-1_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.6_rho-1_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.6_rho-1_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.6_rho-1_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.6_rho-1_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.6_rho-1_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.7_rho-0.5_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.7_rho-0.5_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.7_rho-0.5_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.7_rho-0.5_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.7_rho-0.5_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.7_rho-0.5_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.7_rho-0_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.7_rho-0_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.7_rho-0_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.7_rho-0_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.7_rho-0_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.7_rho-0_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.7_rho-1_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.7_rho-1_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.7_rho-1_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.7_rho-1_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.7_rho-1_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.7_rho-1_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.8_rho-0.5_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.8_rho-0.5_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.8_rho-0.5_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.8_rho-0.5_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.8_rho-0.5_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.8_rho-0.5_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.8_rho-0_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.8_rho-0_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.8_rho-0_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.8_rho-0_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.8_rho-0_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.8_rho-0_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.8_rho-1_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.8_rho-1_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.8_rho-1_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.8_rho-1_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.8_rho-1_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.8_rho-1_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.9_rho-0.5_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.9_rho-0.5_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.9_rho-0.5_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.9_rho-0.5_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.9_rho-0.5_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.9_rho-0.5_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.9_rho-0_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.9_rho-0_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.9_rho-0_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.9_rho-0_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.9_rho-0_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.9_rho-0_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.9_rho-1_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.9_rho-1_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.9_rho-1_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.9_rho-1_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.9_rho-1_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-3.9_rho-1_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-4_rho-0.5_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-4_rho-0.5_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-4_rho-0.5_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-4_rho-0.5_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-4_rho-0.5_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-4_rho-0.5_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-4_rho-0_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-4_rho-0_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-4_rho-0_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-4_rho-0_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-4_rho-0_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-4_rho-0_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-4_rho-1_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-4_rho-1_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-4_rho-1_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-4_rho-1_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-3000_j-3_dt-4_rho-1_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-3000_j-3_dt-4_rho-1_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-500_j-3_dt-3.6_rho-0.5_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-500_j-3_dt-3.6_rho-0.5_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-500_j-3_dt-3.6_rho-0.5_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-500_j-3_dt-3.6_rho-0.5_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-500_j-3_dt-3.6_rho-0.5_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-500_j-3_dt-3.6_rho-0.5_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-500_j-3_dt-3.6_rho-0_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-500_j-3_dt-3.6_rho-0_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-500_j-3_dt-3.6_rho-0_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-500_j-3_dt-3.6_rho-0_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-500_j-3_dt-3.6_rho-0_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-500_j-3_dt-3.6_rho-0_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-500_j-3_dt-3.6_rho-1_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-500_j-3_dt-3.6_rho-1_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-500_j-3_dt-3.6_rho-1_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-500_j-3_dt-3.6_rho-1_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-500_j-3_dt-3.6_rho-1_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-500_j-3_dt-3.6_rho-1_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-500_j-3_dt-3.7_rho-0.5_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-500_j-3_dt-3.7_rho-0.5_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-500_j-3_dt-3.7_rho-0.5_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-500_j-3_dt-3.7_rho-0.5_rep-2.tar.gz
sim-data_strategy-pced_n-100_p-500_j-3_dt-3.7_rho-0.5_rep-3,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-500_j-3_dt-3.7_rho-0.5_rep-3.tar.gz
sim-data_strategy-pced_n-100_p-500_j-3_dt-3.7_rho-0_rep-1,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-500_j-3_dt-3.7_rho-0_rep-1.tar.gz
sim-data_strategy-pced_n-100_p-500_j-3_dt-3.7_rho-0_rep-2,/arc/project/st-singha53-1/datasets/messi_demo_data/sim-data_strategy-pced_n-100_p-500_j-3_dt-3.7_rho-0_rep-2.tar.gz
