"sample_name","y","phat","method_name","dataset"
"subject41",0,1,"demo_logit","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject44",1,1,"demo_logit","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject48",1,0.837,"demo_logit","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject50",0,0,"demo_logit","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject3",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject9",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject13",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject14",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject16",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject18",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject19",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject20",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject25",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject26",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject40",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject44",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject45",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject47",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject50",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject53",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject54",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject55",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject57",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject60",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject62",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject65",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject66",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject68",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject72",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject76",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject79",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject84",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject86",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject94",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject101",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject102",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject106",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject113",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject117",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject122",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject124",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject129",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject131",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject132",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject139",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject153",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject155",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject158",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject161",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject166",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject169",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject171",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject174",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject175",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject176",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject178",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject182",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject185",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject189",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject192",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject194",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject196",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject200",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject201",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject202",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject203",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject206",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject208",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject210",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject216",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject217",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject220",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject224",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject226",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject227",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject230",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject234",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject235",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject236",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject242",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject245",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject250",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject252",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject254",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject255",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject256",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject261",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject265",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject276",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject277",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject290",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject292",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject293",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject296",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject306",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject307",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject317",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject318",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject319",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject320",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject325",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject328",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject330",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject332",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject337",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject339",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject344",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject346",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject354",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject355",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject356",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject361",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject366",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject367",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject370",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject373",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject376",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject378",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject380",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject386",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject389",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject392",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject397",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject398",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject400",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject406",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject407",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject418",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject423",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject428",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject434",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject436",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject439",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject441",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject444",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject445",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject447",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject448",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject455",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject458",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject462",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject464",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject465",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject467",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject468",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject473",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject476",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject478",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject479",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject482",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject486",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject494",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject496",1,1,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject498",0,0,"demo_logit","sim-data_n-500_effect-2_sigma-indep_corr-1"
"subject6",0,0.069,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-1"
"subject7",1,0.896,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-1"
"subject11",1,0.924,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-1"
"subject22",0,0.058,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-1"
"subject23",1,0.925,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-1"
"subject26",1,0.876,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-1"
"subject27",1,0.932,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-1"
"subject30",1,0.958,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-1"
"subject31",1,0.96,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-1"
"subject35",1,0.925,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-1"
"subject40",0,0.029,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-1"
"subject42",0,0.033,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-1"
"subject44",0,0.057,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-1"
"subject46",0,0.071,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-1"
"subject48",1,0.92,"diablo-null","sim-data_n-50_effect-2_sigma-indep_corr-1"
"subject1",1,1.032,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject2",0,-0.012,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject5",1,0.945,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject7",1,0.989,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject8",1,0.997,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject10",1,0.998,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject22",1,1.027,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject26",0,0.001,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject27",1,0.968,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject31",0,0.011,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject32",0,0.026,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject33",1,1.041,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject34",1,0.988,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject36",1,0.971,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject37",1,0.972,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject40",0,-0.007,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject42",1,1.019,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject44",0,-0.012,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject47",1,1.002,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject52",0,-0.003,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject68",1,1.013,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject69",0,0.013,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject76",1,0.981,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject80",0,0.01,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject81",1,0.987,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject83",1,0.974,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject85",1,0.975,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject87",1,1.01,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject88",0,0.017,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject96",1,0.979,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject97",1,0.996,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject101",1,0.989,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject102",0,0.021,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject112",1,0.979,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject115",0,-0.03,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject116",1,1.01,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject120",1,1.002,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject122",0,-0.017,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject124",1,1.015,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject125",0,0.028,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject127",0,-0.038,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject132",0,-0.012,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject136",0,0.031,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject141",1,1.025,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject142",0,-0.005,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject143",1,0.971,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject152",1,0.999,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject154",0,0.035,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject155",1,0.945,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject158",0,0.015,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject160",1,0.959,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject167",1,1.006,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject170",0,-0.006,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject171",1,0.972,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject174",1,1.007,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject176",0,0.004,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject178",0,0.053,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject183",1,1.002,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject186",1,1.007,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject187",0,0.008,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject193",0,0.018,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject195",0,0.075,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject199",0,-0.041,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject202",0,0.025,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject206",1,0.96,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject215",0,-0.015,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject218",0,0.023,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject219",0,0.043,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject227",0,-0.003,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject230",1,1.023,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject233",1,1.003,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject240",1,0.973,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject243",0,0.055,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject248",0,0.016,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject252",0,0.038,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject254",0,0.003,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject256",1,1.03,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject262",0,0.042,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject271",0,0.001,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject273",0,-0.008,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject276",0,0.033,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject277",1,1.022,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject279",0,0.025,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject281",0,0.035,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject289",0,-0.02,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject292",1,0.96,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject294",1,0.963,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject295",0,0.005,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject296",1,0.962,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject297",1,0.982,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject299",0,-0.054,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject305",0,0.026,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject310",1,1.037,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject312",1,0.964,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject314",1,1.002,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject315",0,-0.003,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject316",0,-0.004,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject317",1,0.999,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject322",0,0.02,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject323",1,0.982,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject324",0,0.048,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject325",1,1.028,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject328",0,-0.008,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject337",1,1.019,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject339",0,0.012,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject346",1,0.986,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject348",0,-0.026,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject351",1,1.012,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject352",1,0.968,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject363",0,-0.022,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject365",1,1.003,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject368",1,1.033,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject371",1,0.956,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject372",1,1.045,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject379",0,-0.037,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject385",0,-0.006,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject392",1,0.969,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject393",0,0.029,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject394",0,0,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject399",0,-0.048,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject401",1,1.051,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject404",0,-0.015,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject405",1,0.935,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject413",1,0.989,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject414",1,0.965,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject420",0,0.012,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject423",0,0.002,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject425",0,0.02,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject427",1,0.981,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject429",1,0.977,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject431",1,1.01,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject435",0,-0.033,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject438",1,1.007,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject439",1,0.987,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject441",0,-0.009,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject443",0,0.006,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject450",1,0.981,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject456",0,0.018,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject467",0,0.04,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject469",0,-0.012,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject472",0,0.013,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject478",1,1.001,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject482",0,-0.01,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject486",0,-0.002,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject488",0,0.003,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject490",1,0.989,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
"subject491",0,0.032,"diablo-null","sim-data_n-500_effect-2_sigma-indep_corr-0"
